"","esFraude","tipo","hora","cantidad","saldoOrigenAntes","saldoOrigenDespues","destino","saldoDestinoAntes","saldoDestinoDespues"
"931","No","CASH_OUT",35,108583.22,19881,0,"C",814212.61,922795.83
"932","No","PAYMENT",35,3638.09,0,0,"M",0,0
"933","No","PAYMENT",35,1962.89,19659,17696.11,"M",0,0
"934","No","CASH_IN",35,387641.28,3902207.23,4289848.51,"C",1075095.86,687454.58
"935","No","PAYMENT",35,13733.21,5120,0,"M",0,0
"936","No","CASH_IN",35,2152.61,20765,22917.61,"C",543000.57,540847.95
"937","No","PAYMENT",35,2783.93,0,0,"M",0,0
"938","No","TRANSFER",35,791347.46,0,0,"C",900379.94,1691727.4
"939","No","CASH_OUT",35,123620.85,0,0,"C",131524.09,255144.94
"940","No","PAYMENT",35,6301,124450,118149,"M",0,0
"941","No","TRANSFER",35,2724607.61,106931,0,"C",0,2724607.61
"942","No","CASH_IN",35,283621.48,1247210.81,1530832.29,"C",632732.78,122453.37
"943","No","PAYMENT",35,477.36,0,0,"M",0,0
"944","No","CASH_OUT",35,336292.97,0,0,"C",4503973.63,4840266.61
"945","No","CASH_IN",35,110177.41,0,110177.41,"C",0,0
"946","No","CASH_OUT",35,268245.01,731204.78,462959.77,"C",241737.28,509982.29
"947","No","CASH_OUT",35,101141.47,48547.46,0,"C",2482270.45,2583411.92
"948","No","CASH_OUT",35,125474.2,52125,0,"C",1535710.85,1661185.05
"949","No","CASH_IN",35,338967.87,2744636.37,3083604.24,"C",5755061.64,5416093.77
"950","No","TRANSFER",35,842031.53,0,0,"C",2950025.96,3792057.49
"951","No","CASH_OUT",35,160741.75,197966,37224.25,"C",18078912,18239653.75
"952","No","CASH_OUT",35,358704.7,0,0,"C",2636571.88,3172879.58
"953","No","CASH_IN",35,107583.85,27529,135112.85,"C",661617.51,721142.62
"954","No","TRANSFER",35,239670.3,502,0,"C",0,239670.3
"955","No","TRANSFER",35,70202.33,0,0,"C",1311349.51,1381551.84
"956","No","PAYMENT",35,3977.99,2861,0,"M",0,0
"957","Si","TRANSFER",35,454511.73,454511.73,0,"C",0,0
"958","Si","TRANSFER",35,136983.26,136983.26,0,"C",0,0
"959","Si","CASH_OUT",35,136983.26,136983.26,0,"C",0,136983.26
"960","Si","CASH_OUT",35,112280.88,0,0,"C",40512.49,152793.36
"961","No","CASH_OUT",36,161900.98,241115.6,79214.62,"C",378089.43,539990.41
"962","No","PAYMENT",36,7010.43,0,0,"M",0,0
"963","No","CASH_IN",36,389714.7,30251,419965.7,"C",15980.45,0
"964","No","TRANSFER",36,159963.33,1198,0,"C",441654.69,601618.02
"965","No","CASH_OUT",36,172089.85,0,0,"C",562453.25,604346.58
"966","No","TRANSFER",36,384993.36,501523,116529.64,"C",9656785.83,10041779.18
"967","No","CASH_OUT",36,422136.43,51756,0,"C",0,422136.43
"968","No","CASH_OUT",36,90357.95,0,0,"C",305853.64,396211.59
"969","No","CASH_OUT",36,418631.4,199013.55,0,"C",3085495.98,3504127.38
"970","No","CASH_IN",36,306375.23,80225,386600.23,"C",43545,185549.32
"971","No","TRANSFER",36,67235.11,60297,0,"C",0,306352.98
"972","No","CASH_OUT",36,377902.04,30679,0,"C",0,377902.04
"973","No","CASH_OUT",36,161827.25,27670,0,"C",165598.72,327425.98
"974","No","PAYMENT",36,32492.76,11394,0,"M",0,0
"975","No","CASH_IN",36,9285.48,8885253.88,8894539.36,"C",19908.39,10622.91
"976","No","CASH_OUT",36,2599.5,416,0,"C",176906.23,179505.73
"977","No","CASH_OUT",36,184690.9,0,0,"C",1214574.59,1399265.49
"978","No","PAYMENT",36,5730.02,0,0,"M",0,0
"979","No","PAYMENT",36,13028.19,149974.54,136946.36,"M",0,0
"980","No","CASH_OUT",36,293471.12,0,0,"C",2951490.39,3263907.8
"981","No","CASH_IN",36,547891.61,7000371.26,7548262.87,"C",9046801.48,8498909.87
"982","No","CASH_OUT",36,179669.92,22455,0,"C",144893.73,324563.65
"983","No","CASH_OUT",36,66304.09,0,0,"C",2119141.46,2185445.55
"984","No","CASH_OUT",36,128060.95,75469,0,"C",0,128060.95
"985","No","CASH_IN",36,257564.49,18189877.13,18447441.62,"C",531770.4,0
"986","No","CASH_OUT",36,243219.16,10912,0,"C",371393.68,614612.83
"987","No","PAYMENT",36,14037.02,98896,84858.98,"M",0,0
"988","No","CASH_OUT",36,34930.2,2549,0,"C",0,34930.2
"989","No","PAYMENT",36,7295.45,136760.45,129464.99,"M",0,0
"990","No","CASH_OUT",36,408829.48,282448,0,"C",1255758.83,1664588.31
"991","No","PAYMENT",36,3544.3,525724.09,522179.79,"M",0,0
"992","No","CASH_IN",36,132808.54,1527749.41,1660557.95,"C",209814.48,77005.95
"993","No","CASH_IN",36,190055.15,1083578.28,1273633.42,"C",339846.1,149790.95
"994","No","PAYMENT",36,4741.01,0,0,"M",0,0
"995","No","CASH_IN",36,190085.54,2473929.98,2664015.53,"C",14285765.51,14095679.96
"996","No","TRANSFER",36,336356.4,168643,0,"C",110794.13,447150.53
"997","No","CASH_OUT",36,334460.89,0,0,"C",365931.08,704160.02
"998","No","PAYMENT",36,23976.43,866,0,"M",0,0
"999","No","CASH_OUT",36,57206.22,0,0,"C",158842.17,216048.38
"1000","No","CASH_IN",36,300908.97,6020197.61,6321106.59,"C",937562.6,636653.62
"1001","No","TRANSFER",36,50049.74,0,0,"C",2065168.51,2115218.25
"1002","No","CASH_OUT",36,114189.08,1605,0,"C",60132.31,174321.38
"1003","No","PAYMENT",36,19940.35,114,0,"M",0,0
"1004","No","PAYMENT",36,9045.28,0,0,"M",0,0
"1005","No","CASH_IN",36,190752.55,4487525.39,4678277.94,"C",1152731.09,684279.7
"1006","No","TRANSFER",36,286429.33,0,0,"C",1857270.93,2143700.25
"1007","No","CASH_OUT",36,78545.93,0,0,"C",253587.25,332133.18
"1008","No","CASH_OUT",36,132748.4,55278,0,"C",1321412.52,1454160.92
"1009","No","CASH_OUT",36,201531.98,797782,596250.02,"C",31124.15,232656.14
"1010","No","CASH_OUT",36,186748.09,57782.39,0,"C",851643.99,1038392.08
"1011","No","CASH_OUT",36,159770.31,0,0,"C",2064482.57,2224252.88
"1012","Si","TRANSFER",36,1684039.12,1684039.12,0,"C",0,0
"1013","Si","CASH_OUT",36,886592.76,886592.76,0,"C",112531.06,999123.82
"1014","No","CASH_OUT",37,102168.1,51755,0,"C",949887.64,1052055.74
"1015","No","PAYMENT",37,3264.75,0,0,"M",0,0
"1016","No","CASH_OUT",37,140689.25,0,0,"C",390179.87,530869.12
"1017","No","PAYMENT",37,1414.11,278115.28,276701.17,"M",0,0
"1018","No","PAYMENT",37,13798.5,0,0,"M",0,0
"1019","No","PAYMENT",37,9049.18,0,0,"M",0,0
"1020","No","CASH_IN",37,120879.16,26676,147555.16,"C",0,0
"1021","No","CASH_OUT",37,284581.58,45327,0,"C",2082353.71,2366935.3
"1022","No","PAYMENT",37,10937.45,0,0,"M",0,0
"1023","No","CASH_IN",37,274736.08,72652,347388.08,"C",0,0
"1024","No","PAYMENT",37,19184.2,1088,0,"M",0,0
"1025","No","PAYMENT",37,17510.8,76891.06,59380.26,"M",0,0
"1026","No","PAYMENT",37,10088.29,0,0,"M",0,0
"1027","No","PAYMENT",37,25521.97,249561,224039.03,"M",0,0
"1028","No","TRANSFER",37,532624.98,23570,0,"C",347444.35,880069.33
"1029","No","CASH_OUT",37,47154.12,0,0,"C",1922778.32,2055664.33
"1030","No","CASH_IN",37,151402.84,39492,190894.84,"C",73389.2,0
"1031","No","CASH_OUT",37,16762.04,0,0,"C",3231120.62,3247882.66
"1032","No","PAYMENT",37,61902.18,25882,0,"M",0,0
"1033","No","PAYMENT",37,8094.94,750732.33,742637.39,"M",0,0
"1034","No","PAYMENT",37,3047.6,77048.44,74000.83,"M",0,0
"1035","No","TRANSFER",37,338084.78,0,0,"C",1120687.91,1458772.69
"1036","No","TRANSFER",37,818546.63,419794.53,0,"C",3667036.89,4695315.67
"1037","No","PAYMENT",37,4079.09,687766.63,683687.54,"M",0,0
"1038","No","TRANSFER",37,1566758.46,116994,0,"C",40663.95,1607422.41
"1039","No","CASH_OUT",37,313340.48,2015,0,"C",74062.16,367690.04
"1040","No","PAYMENT",37,2723.01,0,0,"M",0,0
"1041","No","CASH_OUT",37,217719.63,1064,0,"C",0,217719.63
"1042","No","PAYMENT",37,15081.99,0,0,"M",0,0
"1043","No","PAYMENT",37,14244.23,788,0,"M",0,0
"1044","No","CASH_OUT",37,493556.33,0,0,"C",1890647.8,2384204.13
"1045","No","PAYMENT",37,2477.92,0,0,"M",0,0
"1046","No","CASH_OUT",37,19626.41,0,0,"C",46482.6,66109.01
"1047","Si","TRANSFER",37,180967.56,180967.56,0,"C",0,0
"1048","Si","CASH_OUT",37,5979556.06,5979556.06,0,"C",0,5979556.06
"1049","No","PAYMENT",38,5949.77,10887,4937.23,"M",0,0
"1050","No","PAYMENT",38,1305.16,312042,310736.84,"M",0,0
"1051","No","CASH_OUT",38,93011.56,20518,0,"C",28684.23,121695.79
"1052","No","PAYMENT",38,15245.23,116245.89,101000.67,"M",0,0
"1053","No","PAYMENT",38,1189.48,61377.71,60188.23,"M",0,0
"1054","No","PAYMENT",38,10678.17,0,0,"M",0,0
"1055","No","CASH_IN",38,89232.2,21961,111193.2,"C",560679.84,471447.64
"1056","No","CASH_IN",38,499033.35,106738,605771.35,"C",0,0
"1057","No","CASH_OUT",38,144018.2,0,0,"C",505706.91,649725.1
"1058","No","CASH_OUT",38,148001.42,97483.26,0,"C",1526541.75,1674543.16
"1059","No","CASH_IN",38,28935.41,3330866.91,3359802.33,"C",1336393.26,1307457.85
"1060","No","CASH_IN",38,385236.62,2456441.5,2841678.12,"C",9233056.77,8847820.15
"1061","No","PAYMENT",38,887.74,274588.85,273701.1,"M",0,0
"1062","No","CASH_OUT",38,166523.47,0,0,"C",4191555.27,4358078.75
"1063","No","PAYMENT",38,6915.1,0,0,"M",0,0
"1064","No","PAYMENT",38,9116.08,106888.46,97772.38,"M",0,0
"1065","No","CASH_IN",38,77872.73,3647,81519.73,"C",0,0
"1066","No","CASH_OUT",38,105934.33,0,0,"C",1457034.65,1562968.98
"1067","No","PAYMENT",38,22209.36,0,0,"M",0,0
"1068","No","CASH_OUT",38,210777.79,297154,86376.21,"C",355493.91,566271.7
"1069","No","PAYMENT",38,6708.11,221138.07,214429.96,"M",0,0
"1070","No","CASH_IN",38,126032.65,24055892.54,24181925.19,"C",231671.69,105639.04
"1071","No","CASH_OUT",38,195289.71,45147,0,"C",5511224,5706513.71
"1072","No","PAYMENT",38,3293.88,41238,37944.12,"M",0,0
"1073","No","TRANSFER",38,842248.88,0,0,"C",2508833.32,3351082.21
"1074","No","CASH_IN",38,78003.86,10857748.83,10935752.69,"C",865010.76,787006.89
"1075","No","CASH_IN",38,96530.44,4882087.84,4978618.28,"C",1522569.58,1426039.14
"1076","No","TRANSFER",38,911116.66,0,0,"C",1304737.98,2215854.64
"1077","No","TRANSFER",38,364040.96,23789,0,"C",2806661.84,3170702.8
"1078","No","CASH_OUT",38,33053.86,32609.83,0,"C",179108.6,212162.46
"1079","No","CASH_OUT",38,318968.17,50402,0,"C",106709.64,425677.81
"1080","No","CASH_OUT",38,284888.15,0,0,"C",5771054.3,6055942.45
"1081","No","CASH_IN",38,36750.81,5726615.92,5763366.72,"C",392172.21,355421.4
"1082","No","PAYMENT",38,7681.91,0,0,"M",0,0
"1083","No","CASH_OUT",38,134896.43,10297,0,"C",860930.57,995827
"1084","No","CASH_OUT",38,134509.67,35825,0,"C",531603.83,666113.5
"1085","Si","CASH_OUT",38,7567170.36,7567170.36,0,"C",345425.4,7912595.75
"1086","Si","CASH_OUT",38,2395.29,2395.29,0,"C",276538.59,470937.03
"1087","Si","CASH_OUT",38,3372,3372,0,"C",456659.44,460031.44
"1088","No","CASH_OUT",39,79919.39,0,0,"C",1942562.05,2022481.44
"1089","No","CASH_IN",39,181104.55,7141495.37,7322599.92,"C",239483.44,58378.89
"1090","No","PAYMENT",39,22597.46,51963,29365.54,"M",0,0
"1091","No","CASH_OUT",39,282978.77,183885.11,0,"C",1881356.39,2164335.16
"1092","No","CASH_OUT",39,211771.14,424,0,"C",445828.93,657600.07
"1093","No","CASH_IN",39,21596.82,3028247.33,3049844.15,"C",2028365,2006768.18
"1094","No","PAYMENT",39,1762.95,159767.53,158004.58,"M",0,0
"1095","No","CASH_OUT",39,244630.27,33175,0,"C",0,244630.27
"1096","No","TRANSFER",39,273122.32,0,0,"C",377404.44,650526.76
"1097","No","CASH_OUT",39,347759.86,0,0,"C",1474983.37,1822743.22
"1098","No","CASH_IN",39,79000,0,79000,"C",0,0
"1099","No","PAYMENT",39,12410.49,18159,5748.51,"M",0,0
"1100","No","CASH_OUT",39,239616.84,0,0,"C",368921.1,897725.19
"1101","No","CASH_OUT",39,389493.68,0,0,"C",10523561.6,10913055.28
"1102","No","PAYMENT",39,18.02,21791,21772.98,"M",0,0
"1103","No","CASH_OUT",39,295240.66,40064,0,"C",164030.44,702682.6
"1104","No","TRANSFER",39,135740.38,123,0,"C",170591.4,306331.78
"1105","No","PAYMENT",39,37127.36,0,0,"M",0,0
"1106","No","CASH_OUT",39,309697.55,23652,0,"C",295057.98,604755.53
"1107","No","CASH_OUT",39,712795.25,98937,0,"C",33651.8,746447.05
"1108","No","CASH_IN",39,37338.86,14059448.6,14096787.46,"C",79264.23,41925.37
"1109","No","CASH_IN",39,240556.39,7497486.73,7738043.12,"C",723244.57,482688.18
"1110","No","CASH_OUT",39,51623.69,123596,71972.31,"C",255239.4,306863.1
"1111","No","CASH_IN",39,17732.02,2870490.06,2888222.08,"C",118357.34,100625.31
"1112","No","TRANSFER",39,475489.32,1978,0,"C",420.54,1016389.87
"1113","No","CASH_IN",39,291769.25,89268,381037.25,"C",283071.52,0
"1114","No","CASH_OUT",39,42597.81,2115,0,"C",317070.06,554940.19
"1115","No","CASH_IN",39,143472.65,22051063.15,22194535.81,"C",199004.36,0
"1116","No","CASH_OUT",39,9966.49,0,0,"C",2259517.13,2269483.62
"1117","No","PAYMENT",39,10851.43,52580,41728.57,"M",0,0
"1118","No","PAYMENT",39,3745.28,0,0,"M",0,0
"1119","No","CASH_OUT",39,95043.87,0,0,"C",243493.41,338537.28
"1120","No","PAYMENT",39,18217.35,240378.42,222161.07,"M",0,0
"1121","Si","TRANSFER",39,18887,18887,0,"C",0,0
"1122","Si","TRANSFER",39,152042.16,152042.16,0,"C",0,0
"1123","No","CASH_OUT",40,264549.45,496619,232069.55,"C",0,264549.45
"1124","No","CASH_OUT",40,234020.37,32782,0,"C",2717947.86,2951968.24
"1125","No","CASH_IN",40,286288.63,11396,297684.63,"C",1924423.51,1482788.52
"1126","No","CASH_OUT",40,306685.09,87,0,"C",0,306685.09
"1127","No","TRANSFER",40,1479891.6,486,0,"C",633900.18,2113791.78
"1128","No","CASH_IN",40,72731.18,7475118.03,7547849.21,"C",1519457.83,1446726.65
"1129","No","PAYMENT",40,15541.11,0,0,"M",0,0
"1130","No","PAYMENT",40,4103.43,0,0,"M",0,0
"1131","No","PAYMENT",40,5621.87,6137,515.13,"M",0,0
"1132","No","CASH_OUT",40,106952.93,8062,0,"C",112199.91,219152.84
"1133","No","CASH_OUT",40,60087.29,0,0,"C",295212.43,355299.72
"1134","No","PAYMENT",40,9461.82,82783.37,73321.55,"M",0,0
"1135","No","PAYMENT",40,28762.67,0,0,"M",0,0
"1136","No","CASH_OUT",40,250957.86,12101,0,"C",1748051.61,1999009.47
"1137","No","CASH_OUT",40,237078.8,338899,101820.2,"C",165758.89,648600.44
"1138","No","CASH_IN",40,335320.36,4987804.94,5323125.3,"C",3232166.28,2896845.92
"1139","No","TRANSFER",40,1508527.44,8020,0,"C",0,1508527.44
"1140","No","CASH_OUT",40,125110.65,114168,0,"C",5367368.1,5607704.76
"1141","No","PAYMENT",40,26387.68,11274,0,"M",0,0
"1142","No","PAYMENT",40,3332.38,639871.39,636539.01,"M",0,0
"1143","No","CASH_OUT",40,14777.15,0,0,"C",172665.66,187442.81
"1144","No","PAYMENT",40,4439.21,10072,5632.79,"M",0,0
"1145","No","CASH_OUT",40,174736.77,46,0,"C",196650.85,52584.65
"1146","No","CASH_OUT",40,216198.11,62,0,"C",0,216198.11
"1147","No","CASH_OUT",40,37304.48,3075,0,"C",0,37304.48
"1148","No","PAYMENT",40,24696.88,189,0,"M",0,0
"1149","No","CASH_OUT",40,155829.1,0,0,"C",2839997.66,2995826.77
"1150","No","CASH_IN",40,136265.84,737000.74,873266.58,"C",247076.54,110810.7
"1151","No","CASH_OUT",40,302777.04,613288.76,310511.72,"C",734348.38,1037125.42
"1152","No","PAYMENT",40,7062.88,0,0,"M",0,0
"1153","No","TRANSFER",40,377743.37,42030,0,"C",72031,244263.43
"1154","No","CASH_IN",40,8861.81,31024,39885.81,"C",84703.81,75842.01
"1155","No","CASH_IN",40,465488.73,31566,497054.73,"C",0,0
"1156","No","CASH_OUT",40,101548.23,0,0,"C",171766.79,273315.02
"1157","No","CASH_OUT",40,171527.36,0,0,"C",2553264.03,2724791.4
"1158","No","PAYMENT",40,9879.92,298994.86,289114.94,"M",0,0
"1159","No","PAYMENT",40,11311.58,93795,82483.42,"M",0,0
"1160","No","CASH_OUT",40,321785.18,31607,0,"C",1743594.91,2065380.1
"1161","No","CASH_OUT",40,778177.01,0,0,"C",1133217.61,2064567.55
"1162","No","CASH_IN",40,341538.6,4291274.3,4632812.9,"C",1024101,682562.41
"1163","No","CASH_OUT",40,233438.11,33182,0,"C",69946.33,303384.44
"1164","Si","CASH_OUT",40,2757431.53,2757431.53,0,"C",0,2757431.53
"1165","Si","CASH_OUT",40,7887.75,7887.75,0,"C",0,7887.75
"1166","Si","TRANSFER",40,26950.06,26950.06,0,"C",0,0
"1167","Si","TRANSFER",40,2757431.53,2757431.53,0,"C",0,0
"1168","No","CASH_OUT",41,116325.78,324446,208120.22,"C",4891181.58,5131814.43
"1169","No","PAYMENT",41,33473.74,104376,70902.26,"M",0,0
"1170","No","CASH_IN",41,133126.5,5249230.78,5382357.28,"C",214521.97,81395.47
"1171","No","CASH_OUT",41,231118.54,0,0,"C",1379335.87,1737022.3
"1172","No","CASH_IN",41,14939.89,15957,30896.89,"C",0,0
"1173","No","CASH_OUT",41,295494.27,22364,0,"C",181722.61,477216.88
"1174","No","PAYMENT",41,5978.62,0,0,"M",0,0
"1175","No","CASH_OUT",41,71778.26,196701.49,124923.23,"C",511475.24,583253.51
"1176","No","CASH_OUT",41,49292.49,0,0,"C",3608029.89,3657322.39
"1177","No","CASH_OUT",41,237178.1,0,0,"C",2314239.65,2551417.75
"1178","No","CASH_OUT",41,196024.53,0,0,"C",749550.57,945575.1
"1179","No","DEBIT",41,3832.68,153992.38,150159.7,"C",852391.17,856223.86
"1180","No","PAYMENT",41,25358.65,0,0,"M",0,0
"1181","No","CASH_OUT",41,49620.53,17874,0,"C",1057941.57,1107562.1
"1182","No","CASH_IN",41,297325.71,7088,304413.71,"C",6995289.88,6739850.01
"1183","No","CASH_IN",41,132187.54,124086,256273.54,"C",882577.03,750389.49
"1184","No","TRANSFER",41,635072.54,0,0,"C",9720596.75,10355669.29
"1185","No","CASH_IN",41,91195.76,155861,247056.76,"C",175953.86,306483.91
"1186","No","PAYMENT",41,6797,65225,58428,"M",0,0
"1187","No","PAYMENT",41,281.59,71931.36,71649.77,"M",0,0
"1188","No","PAYMENT",41,17210.54,0,0,"M",0,0
"1189","No","CASH_OUT",41,481380.94,147520,0,"C",0,481380.94
"1190","No","PAYMENT",41,4142.26,17303,13160.74,"M",0,0
"1191","No","CASH_IN",41,214701.77,14463925.76,14678627.53,"C",1320500.15,1105798.38
"1192","No","PAYMENT",41,34.22,0,0,"M",0,0
"1193","No","CASH_OUT",41,10076.48,0,0,"C",127447.08,0
"1194","No","CASH_OUT",41,307723.13,0,0,"C",1714226.94,2021950.07
"1195","No","CASH_OUT",41,127432.51,52465,0,"C",0,127432.51
"1196","No","PAYMENT",41,4617.19,279828.41,275211.22,"M",0,0
"1197","No","PAYMENT",41,2160.32,0,0,"M",0,0
"1198","No","CASH_IN",41,26527.81,4807986.37,4834514.17,"C",4962925.92,4936398.11
"1199","No","PAYMENT",41,16628.26,0,0,"M",0,0
"1200","No","CASH_IN",41,391844.54,85963,477807.54,"C",17283.59,0
"1201","No","PAYMENT",41,8386.15,330556,322169.85,"M",0,0
"1202","No","CASH_IN",41,176587.46,5931,182518.46,"C",0,0
"1203","No","TRANSFER",41,1334849.71,0,0,"C",3487690.42,4822540.13
"1204","No","CASH_OUT",41,503313.99,105129,0,"C",5548,508861.99
"1205","No","PAYMENT",41,17664.41,31187.93,13523.52,"M",0,0
"1206","No","CASH_IN",41,270985.79,2909381.65,3180367.43,"C",388245.58,117259.79
"1207","No","CASH_OUT",41,195324.13,10800,0,"C",0,195324.13
"1208","No","CASH_IN",41,126190.42,8805175.51,8931365.93,"C",1345508.97,1219318.55
"1209","No","PAYMENT",41,21269.94,294534.12,273264.18,"M",0,0
"1210","No","CASH_OUT",41,260245.68,0,0,"C",557729.04,817974.72
"1211","No","PAYMENT",41,2504.22,0,0,"M",0,0
"1212","No","PAYMENT",42,1425.53,17035,15609.47,"M",0,0
"1213","No","CASH_OUT",42,107631.96,61425,0,"C",3956490.03,4064121.99
"1214","No","CASH_IN",42,80084.35,488189.99,568274.34,"C",1030942.17,1118215.62
"1215","No","PAYMENT",42,25726.44,71462,45735.56,"M",0,0
"1216","No","CASH_IN",42,257137.51,5216028.87,5473166.38,"C",334869.96,77732.45
"1217","No","PAYMENT",42,7095.33,237784.19,230688.86,"M",0,0
"1218","No","PAYMENT",42,19827.76,33240,13412.24,"M",0,0
"1219","No","PAYMENT",42,2747.84,236304.9,233557.06,"M",0,0
"1220","No","CASH_IN",42,138420.74,1701535.58,1839956.32,"C",449848.31,311427.56
"1221","No","PAYMENT",42,2960.3,205842.95,202882.65,"M",0,0
"1222","No","CASH_OUT",42,9155.73,127885,118729.27,"C",609842.35,618998.08
"1223","No","PAYMENT",42,17083.75,107444,90360.25,"M",0,0
"1224","No","CASH_OUT",42,348958.16,0,0,"C",4882822.83,5231780.98
"1225","No","CASH_IN",42,241972.62,69617,311589.62,"C",170793.12,0
"1226","No","CASH_IN",42,67761.86,22419380.55,22487142.41,"C",3626214.91,3558453.05
"1227","No","TRANSFER",42,73771.55,0,0,"C",201589.73,275361.28
"1228","No","TRANSFER",42,448687.12,1483,0,"C",961567.78,1410254.9
"1229","No","CASH_OUT",42,243044.6,0,0,"C",4296921.47,4539966.07
"1230","No","CASH_IN",42,136877.13,50764,187641.13,"C",393267.56,256390.43
"1231","No","CASH_OUT",42,105559.56,3484,0,"C",288620.36,394179.93
"1232","No","TRANSFER",42,329119.5,0,0,"C",931311.4,1260430.9
"1233","No","CASH_OUT",42,371247.24,22623,0,"C",131323.35,502570.58
"1234","No","CASH_OUT",42,29325.76,0,0,"C",1637074.73,1666400.48
"1235","No","PAYMENT",42,4005.38,10961,6955.62,"M",0,0
"1236","No","DEBIT",42,4878.17,0,0,"C",358084.61,362962.78
"1237","No","PAYMENT",42,7610.02,636,0,"M",0,0
"1238","No","CASH_OUT",42,97308.21,0,0,"C",810533.75,907841.97
"1239","No","CASH_OUT",42,45110.98,0,0,"C",3038054.68,3045970.76
"1240","No","TRANSFER",42,842904.28,0,0,"C",2044732.71,2887636.99
"1241","No","CASH_OUT",42,269786.66,203607,0,"C",20678.76,290465.42
"1242","No","PAYMENT",42,17461.33,0,0,"M",0,0
"1243","No","CASH_OUT",42,338202.6,0,0,"C",678640.08,1016842.68
"1244","No","CASH_OUT",42,184948.9,30261,0,"C",0,184948.9
"1245","No","CASH_OUT",42,111685.86,7163,0,"C",269003.34,380689.19
"1246","No","PAYMENT",42,4860.65,440106.86,435246.21,"M",0,0
"1247","No","PAYMENT",42,1495.07,0,0,"M",0,0
"1248","No","CASH_IN",42,215951.05,51952,267903.05,"C",219697.72,3746.67
"1249","No","TRANSFER",42,977886.27,0,0,"C",1187156.05,2165042.31
"1250","No","CASH_OUT",42,47765.08,0,0,"C",186425.87,234190.95
"1251","No","PAYMENT",42,43610.87,0,0,"M",0,0
"1252","No","CASH_IN",42,32085.46,14738399.56,14770485.02,"C",9797384.6,9765299.15
"1253","No","PAYMENT",42,20063.35,14834,0,"M",0,0
"1254","No","PAYMENT",42,14531.86,788,0,"M",0,0
"1255","No","PAYMENT",42,15292.35,0,0,"M",0,0
"1256","No","CASH_OUT",42,223503.62,0,0,"C",533626.14,757129.75
"1257","No","PAYMENT",42,7614.64,0,0,"M",0,0
"1258","No","CASH_OUT",42,569410.22,0,0,"C",1417725.08,1987135.3
"1259","No","PAYMENT",42,6553.56,0,0,"M",0,0
"1260","No","CASH_OUT",42,666653.5,0,0,"C",2434070.53,3100724.03
"1261","No","CASH_OUT",42,391486.23,0,0,"C",671414.37,1905715.42
"1262","No","PAYMENT",42,28976.16,41706.81,12730.65,"M",0,0
"1263","No","CASH_OUT",42,240563.58,124,0,"C",31900.38,272463.97
"1264","No","CASH_OUT",43,103715.26,352156.21,248440.95,"C",195843.42,373828.16
"1265","No","CASH_OUT",43,30226.1,9936,0,"C",4441657.82,4471883.92
"1266","No","PAYMENT",43,8944.88,0,0,"M",0,0
"1267","No","CASH_IN",43,308665.27,62032,370697.27,"C",624313.61,315648.34
"1268","No","CASH_IN",43,3140.58,9894401.49,9897542.07,"C",1496828.83,1493688.25
"1269","No","DEBIT",43,5687.1,0,0,"C",56027.37,61714.47
"1270","No","PAYMENT",43,2724.79,0,0,"M",0,0
"1271","No","CASH_OUT",43,177756.84,0,0,"C",831400.62,1009157.46
"1272","No","CASH_OUT",43,52371.8,20162,0,"C",167210.43,219582.23
"1273","No","CASH_OUT",43,498141.04,11655,0,"C",5187525.57,5685666.61
"1274","No","PAYMENT",43,1675.14,460237.09,458561.94,"M",0,0
"1275","No","CASH_OUT",43,150762.52,103605,0,"C",0,150762.52
"1276","No","CASH_OUT",43,29867.52,80330.83,50463.32,"C",201904.09,231771.61
"1277","No","CASH_OUT",43,39577.13,29766,0,"C",737364.69,776941.82
"1278","No","CASH_IN",43,12351.72,31446,43797.72,"C",10501.77,0
"1279","No","CASH_OUT",43,20394.88,28680,8285.12,"C",557568.29,577963.17
"1280","No","PAYMENT",43,11746.21,14425,2678.79,"M",0,0
"1281","No","PAYMENT",43,18442.21,101086,82643.79,"M",0,0
"1282","No","CASH_IN",43,137425.05,318489,455914.05,"C",157640.29,20215.24
"1283","No","PAYMENT",43,10526.63,0,0,"M",0,0
"1284","No","PAYMENT",43,4924.77,80386.75,75461.99,"M",0,0
"1285","No","PAYMENT",43,9100.49,404397.03,395296.53,"M",0,0
"1286","No","TRANSFER",43,168065.95,173585.98,5520.03,"C",443610.81,611676.76
"1287","No","PAYMENT",43,3851.71,421755,417903.29,"M",0,0
"1288","No","CASH_IN",43,356388.59,51430,407818.59,"C",0,0
"1289","No","CASH_IN",43,88218.32,14,88232.32,"C",978905.81,890687.49
"1290","No","PAYMENT",43,2466.93,21253,18786.07,"M",0,0
"1291","No","CASH_OUT",43,27055.37,84719,57663.63,"C",729704.04,461383.14
"1292","No","PAYMENT",43,1845.73,82675.77,80830.04,"M",0,0
"1293","No","CASH_OUT",43,73240.18,46761,0,"C",66460.22,139700.4
"1294","No","CASH_IN",43,73747.92,123872.01,197619.92,"C",2145929.88,2072181.96
"1295","No","CASH_OUT",43,383763.91,0,0,"C",1021618.72,1808627.11
"1296","No","CASH_OUT",43,4841.63,0,0,"C",138841.75,143683.38
"1297","No","CASH_OUT",43,121911.53,573016.79,451105.26,"C",0,121911.53
"1298","No","CASH_OUT",43,37262.95,26,0,"C",0,39875.36
